Intervalo de Datas: 01/05/2020 00:00:00 a 18/05/2020 23:59:59,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4930 - Av. João de Oliveira Remião defronte nro 702 - C/B,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
LOM4AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
LOM4BP,Faixa 2 direita,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
01:00:00 - 01:59:59,111.95,123.64,147.80,58.66,75.99,79.32,86.15,70.83,132.15,182.64,64.66,51.49,75.16,85.49,79.99,124.48,164.80,84.15,"1,799.35"
02:00:00 - 02:59:59,94.98,89.82,96.99,52.49,44.66,45.00,50.83,54.48,97.99,103.14,59.16,40.33,37.50,50.16,61.49,91.82,126.15,58.83,"1,255.82"
03:00:00 - 03:59:59,73.64,75.16,70.66,37.83,39.66,43.99,43.33,50.00,63.81,98.66,61.83,38.33,30.50,45.66,41.00,67.83,101.48,40.83,"1,024.20"
04:00:00 - 04:59:59,85.49,83.33,77.66,78.50,68.32,41.49,61.66,51.16,87.99,86.33,67.65,68.00,43.83,58.99,51.66,91.83,78.65,79.99,"1,262.53"
05:00:00 - 05:59:59,161.14,152.81,116.31,221.13,203.64,213.30,217.81,237.64,180.64,134.82,215.45,208.30,218.30,235.30,233.30,150.30,165.64,234.45,"3,500.28"
06:00:00 - 06:59:59,382.24,426.09,325.60,843.02,838.72,823.03,824.72,819.38,502.05,323.45,840.86,872.60,864.74,809.87,794.55,467.91,306.45,840.00,"11,905.28"
07:00:00 - 07:59:59,416.90,614.39,295.64,"1,425.40","1,372.62","1,347.61","1,365.41","1,381.09",700.22,354.96,"1,382.98","1,350.91","1,414.87","1,417.66","1,373.24",629.89,285.80,"1,495.04","18,624.63"
08:00:00 - 08:59:59,534.28,834.05,280.47,"1,465.29","1,503.32","1,606.44","1,518.56","1,594.25",976.35,493.94,"1,558.75","1,519.40","1,543.88","1,638.78","1,634.49",953.72,323.12,"1,602.58","21,581.67"
09:00:00 - 09:59:59,607.45,975.37,425.11,"1,284.34","1,288.85","1,332.08","1,339.33","1,367.86","1,175.38",718.58,"1,234.00","1,223.73","1,319.23","1,369.69","1,332.60","1,050.18",422.61,"1,306.16","19,772.55"
10:00:00 - 10:59:59,758.42,"1,111.53",577.27,"1,232.97","1,221.35","1,224.17","1,250.18","1,341.85","1,374.98","1,125.23","1,178.22","1,103.91","1,169.90","1,270.99","1,314.65","1,243.54",642.93,"1,178.83","20,320.92"
11:00:00 - 11:59:59,881.26,"1,188.66",733.26,"1,046.32","1,133.13","1,205.67","1,243.98","1,345.28","1,420.30","1,467.69","1,032.18","1,072.72","1,110.86","1,176.62","1,288.95","1,249.67",861.88,"1,195.17","20,653.60"
12:00:00 - 12:59:59,730.04,978.67,728.22,"1,037.67","1,146.45","1,138.93","1,241.27","1,249.96","1,265.82","1,158.35","1,107.33","1,034.67","1,108.18","1,110.67","1,194.60","1,168.12",811.37,"1,075.30","19,285.62"
13:00:00 - 13:59:59,720.08,984.69,590.59,"1,263.45","1,304.69","1,346.13","1,454.16","1,408.61","1,118.26",734.25,"1,270.85","1,184.53","1,343.66","1,360.96","1,378.11","1,169.51",657.87,"1,303.36","20,593.76"
14:00:00 - 14:59:59,821.03,"1,050.03",678.39,"1,302.80","1,426.29","1,369.79","1,490.65","1,410.24","1,296.49",700.00,"1,397.80","1,200.73","1,370.85","1,448.47","1,506.82","1,235.68",655.68,"1,335.76","21,697.50"
15:00:00 - 15:59:59,913.34,"1,209.33",841.54,"1,214.13","1,387.49","1,429.50","1,395.98","1,598.82","1,475.85","1,027.37","1,289.93","1,217.91","1,379.01","1,423.96","1,488.25","1,372.33",993.55,"1,394.28","23,052.57"
16:00:00 - 16:59:59,"1,044.52","1,309.17","1,025.21","1,269.33","1,307.18","1,341.00","1,450.15","1,585.83","1,524.85","1,316.98","1,250.35","1,229.88","1,286.33","1,343.48","1,484.61","1,381.82","1,179.34","1,216.97","23,547.00"
17:00:00 - 17:59:59,"1,116.51","1,259.14","1,204.30","1,246.10","1,236.17","1,302.97","1,339.21","1,347.31","1,481.95","1,448.83","1,277.63","1,199.85","1,293.69","1,343.29","1,374.53","1,459.96","1,319.47","1,279.82","23,530.73"
18:00:00 - 18:59:59,"1,222.11","1,255.63","1,267.34","1,092.15","1,211.81","1,212.46","1,273.93","1,301.46","1,501.41","1,500.30","1,061.13","1,040.38","1,211.50","1,196.78","1,253.25","1,385.48","1,456.74","1,169.84","22,613.70"
19:00:00 - 19:59:59,798.20,853.84,845.67,803.88,821.91,889.99,927.16,"1,078.32","1,150.65","1,040.69",788.07,732.28,844.01,887.67,"1,074.98",983.65,891.33,820.88,"16,233.18"
20:00:00 - 20:59:59,620.83,677.18,602.51,600.90,592.87,637.18,685.53,826.15,915.30,713.06,563.09,533.58,600.38,661.73,772.48,704.54,634.67,589.55,"11,931.53"
21:00:00 - 21:59:59,429.33,432.69,404.23,401.93,407.24,393.89,427.04,579.28,596.88,521.58,374.43,341.38,400.91,445.87,491.87,492.19,454.04,405.90,"8,000.68"
22:00:00 - 22:59:59,323.21,334.59,274.40,288.08,296.73,309.78,290.41,413.57,416.57,337.75,259.45,260.94,299.75,313.57,355.57,379.07,332.92,312.39,"5,798.75"
23:00:00 - 23:59:59,261.93,296.60,190.11,174.30,235.11,208.63,235.92,286.25,322.93,273.28,183.96,154.80,199.96,226.09,275.41,329.42,221.94,178.47,"4,255.11"
Total,"13,310.64","16,495.03","11,995.09","18,562.97","19,260.52","19,638.64","20,337.19","21,524.10","19,984.95","16,116.82","18,660.89","17,790.63","19,280.99","20,052.39","20,979.22","18,368.58","13,332.73","19,309.70","325,001.08"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4946 - Av. da Cavalhada 3696 - B/C,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
CAV2EP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
CAV2FP,Faixa 2 central,,,,,,,,,,,,,,,,,,
CAV2GP,Faixa 3 direita,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,176.23,176.26,197.13,124.13,111.64,104.46,124.80,118.63,200.93,256.07,137.12,109.97,114.99,121.98,125.47,187.29,234.78,118.98,"2,740.86"
01:00:00 - 01:59:59,115.94,104.81,135.63,59.65,66.99,73.15,72.65,70.48,132.80,162.79,59.82,64.15,70.32,87.16,69.49,111.30,163.97,82.99,"1,704.09"
02:00:00 - 02:59:59,86.31,84.48,86.98,48.16,44.99,44.50,44.83,53.82,88.97,100.64,45.65,38.66,33.83,52.49,60.16,88.98,123.81,54.82,"1,182.08"
03:00:00 - 03:59:59,64.48,62.32,67.33,44.50,36.00,40.15,38.66,53.33,61.15,101.49,63.33,34.66,34.16,48.32,41.33,61.49,94.81,39.00,986.51
04:00:00 - 04:59:59,93.81,87.32,78.32,86.16,66.65,45.99,69.82,55.16,85.98,83.50,73.15,74.50,50.49,54.98,52.31,86.33,72.98,74.99,"1,292.44"
05:00:00 - 05:59:59,152.97,160.47,121.95,249.96,232.46,246.93,243.63,266.63,193.14,142.14,260.12,231.45,241.13,251.10,262.77,175.63,170.80,264.43,"3,867.71"
06:00:00 - 06:59:59,425.23,458.41,358.73,962.45,919.32,912.66,941.00,930.99,562.37,384.10,947.80,971.37,955.65,917.48,875.35,506.22,350.44,974.80,"13,354.37"
07:00:00 - 07:59:59,446.23,645.51,316.29,"1,570.18","1,545.39","1,526.86","1,505.38","1,498.24",671.62,357.43,"1,568.89","1,546.01","1,569.68","1,596.40","1,536.71",657.14,317.62,"1,631.20","20,506.78"
08:00:00 - 08:59:59,501.91,840.45,280.94,"1,550.69","1,605.58","1,687.00","1,633.64","1,681.00",933.40,433.22,"1,683.03","1,594.64","1,734.25","1,757.37","1,736.39",905.89,310.25,"1,711.18","22,580.83"
09:00:00 - 09:59:59,590.21,907.54,360.92,"1,333.57","1,375.62","1,398.88","1,402.89","1,413.25","1,116.02",582.00,"1,308.98","1,275.69","1,335.23","1,416.10","1,397.05","1,008.77",364.91,"1,369.08","19,956.71"
10:00:00 - 10:59:59,654.46,983.37,507.88,"1,183.44","1,131.98","1,172.96","1,208.32","1,269.06","1,208.26",964.89,"1,147.95","1,076.04","1,097.69","1,245.15","1,242.83","1,121.53",538.37,"1,114.25","18,868.43"
11:00:00 - 11:59:59,762.84,"1,063.17",610.66,"1,033.50","1,064.03","1,086.69","1,152.65","1,180.22","1,269.11","1,263.15","1,055.22",919.90,"1,016.73","1,107.11","1,209.84","1,171.26",690.51,"1,135.83","18,792.42"
12:00:00 - 12:59:59,638.85,823.07,607.47,"1,043.30","1,094.10","1,061.03","1,177.42","1,216.55","1,055.94",979.58,"1,047.27","1,033.18","1,023.84","1,145.28","1,174.39","1,046.17",690.92,"1,095.41","17,953.77"
13:00:00 - 13:59:59,678.39,878.18,484.82,"1,270.18","1,287.57","1,333.38","1,420.74","1,394.74","1,012.97",630.51,"1,315.43","1,250.69","1,326.49","1,369.89","1,382.36","1,013.56",571.68,"1,348.28","19,969.86"
14:00:00 - 14:59:59,757.65,921.40,568.29,"1,356.61","1,400.75","1,384.34","1,463.00","1,462.23","1,129.42",660.64,"1,410.22","1,222.52","1,360.24","1,501.72","1,500.70","1,112.66",632.32,"1,337.20","21,181.91"
15:00:00 - 15:59:59,827.43,"1,045.47",730.11,"1,198.48","1,349.36","1,344.82","1,364.19","1,497.79","1,348.61",888.58,"1,216.96","1,149.05","1,325.19","1,318.95","1,372.58","1,184.95",841.42,"1,263.24","21,267.18"
16:00:00 - 16:59:59,898.88,"1,141.46",872.07,"1,193.71","1,180.23","1,273.14","1,359.96","1,509.55","1,418.04","1,138.45","1,189.86","1,116.58","1,214.19","1,239.18","1,356.64","1,167.77","1,025.72","1,286.09","21,581.52"
17:00:00 - 17:59:59,951.66,"1,086.14",981.63,"1,173.05","1,227.54","1,255.68","1,279.47","1,329.63","1,432.92","1,349.01","1,237.66","1,132.05","1,173.51","1,299.81","1,324.97","1,202.43","1,197.11","1,197.10","21,831.37"
18:00:00 - 18:59:59,"1,107.60","1,056.23","1,106.12","1,000.01","1,111.86","1,216.13","1,235.27","1,311.13","1,354.36","1,514.85","1,121.15",938.18,"1,142.52","1,139.62","1,318.79","1,228.70","1,320.43","1,137.00","21,359.95"
19:00:00 - 19:59:59,719.61,718.56,715.25,756.45,763.96,793.03,870.24,"1,063.20",950.98,969.84,708.65,652.33,763.76,859.75,992.42,820.64,777.90,731.76,"14,628.33"
20:00:00 - 20:59:59,518.38,575.80,541.29,478.15,538.46,574.55,600.11,700.85,718.72,609.31,505.36,467.02,520.81,592.15,649.26,585.56,568.44,512.65,"10,256.87"
21:00:00 - 21:59:59,404.88,402.10,384.02,353.87,367.69,368.54,377.35,499.52,481.58,466.15,324.04,294.89,362.05,389.18,452.78,420.30,423.15,369.68,"7,141.77"
22:00:00 - 22:59:59,311.69,310.37,263.38,286.24,273.87,311.36,300.89,371.86,378.34,320.74,278.25,260.76,283.88,302.70,319.02,375.85,313.23,307.55,"5,569.98"
23:00:00 - 23:59:59,244.25,280.71,188.44,164.61,221.94,207.28,232.43,277.73,289.43,269.62,167.46,157.30,208.27,227.27,272.73,322.74,213.79,174.61,"4,120.61"
Total,"12,129.89","14,813.60","10,565.65","18,521.05","19,017.98","19,463.51","20,119.34","21,225.59","18,095.06","14,628.70","18,873.37","17,611.59","18,958.90","20,041.14","20,726.34","16,563.16","12,009.36","19,332.12","312,696.35"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4947 - Av. Edgar Pires de Castro -  9331 - C/B,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
EDG1AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,51.49,37.33,41.50,18.66,25.66,31.83,25.00,22.66,55.49,42.49,27.83,22.66,21.33,38.66,18.66,29.99,55.66,28.50,595.40
01:00:00 - 01:59:59,30.83,33.49,36.50,22.00,16.50,12.00,8.83,10.83,21.83,31.00,16.83,13.33,17.66,15.83,13.83,30.33,40.00,8.00,379.62
02:00:00 - 02:59:59,23.50,17.49,13.33,4.83,10.33,6.16,10.00,7.83,17.83,20.50,13.33,11.33,7.00,9.83,8.83,12.33,28.49,8.83,231.77
03:00:00 - 03:59:59,10.50,9.00,10.33,5.00,4.33,4.00,8.83,4.00,8.33,11.33,10.16,7.00,4.00,7.00,3.00,10.50,13.66,5.00,135.97
04:00:00 - 04:59:59,20.33,19.33,9.00,2.66,5.50,6.50,7.00,5.50,13.00,13.00,8.00,11.50,4.50,9.00,3.00,11.33,24.16,5.00,178.31
05:00:00 - 05:59:59,22.66,23.50,18.33,10.00,20.33,9.00,16.33,21.33,18.00,16.00,20.16,14.33,16.83,15.82,14.49,27.00,33.66,14.50,332.27
06:00:00 - 06:59:59,54.16,32.66,20.00,44.99,41.16,43.48,53.14,45.66,45.83,23.66,43.99,41.33,38.82,59.32,58.83,44.99,23.16,55.49,770.67
07:00:00 - 07:59:59,115.15,102.16,51.81,137.15,122.98,148.98,149.14,147.31,121.99,71.82,145.96,123.31,114.81,159.14,147.97,132.80,76.16,130.31,"2,198.95"
08:00:00 - 08:59:59,187.61,208.61,124.98,184.14,189.64,221.80,204.96,176.46,260.92,149.48,227.11,178.79,172.59,185.97,199.79,227.95,155.30,198.13,"3,454.23"
09:00:00 - 09:59:59,252.43,272.11,193.12,253.29,213.75,227.45,226.92,220.62,303.55,273.27,239.76,197.28,211.77,236.43,243.30,294.92,180.61,215.43,"4,256.01"
10:00:00 - 10:59:59,306.58,318.76,264.27,261.77,242.26,241.43,230.93,268.76,335.34,435.09,250.45,199.81,227.92,224.62,256.11,356.25,283.77,259.43,"4,963.55"
11:00:00 - 11:59:59,318.72,351.06,310.23,253.93,228.25,242.92,237.95,243.75,351.72,479.82,246.92,218.59,172.43,244.58,237.75,328.74,358.08,233.93,"5,059.37"
12:00:00 - 12:59:59,265.59,322.89,248.10,226.90,217.92,238.95,239.40,259.46,326.74,374.25,224.97,192.12,226.61,202.11,247.92,331.39,285.26,217.44,"4,648.02"
13:00:00 - 13:59:59,245.94,284.59,225.78,209.26,213.78,214.25,235.95,216.10,315.04,214.45,228.94,173.79,207.96,229.94,233.10,287.24,231.45,204.75,"4,172.31"
14:00:00 - 14:59:59,266.58,321.56,218.28,256.43,268.06,253.58,273.58,262.92,376.04,204.31,275.59,224.80,222.61,256.77,271.43,356.55,243.62,256.59,"4,809.30"
15:00:00 - 15:59:59,265.96,309.03,240.95,306.74,297.93,308.06,309.74,323.42,372.02,285.78,318.40,228.44,292.09,303.25,348.19,385.39,244.26,305.91,"5,445.56"
16:00:00 - 16:59:59,280.10,348.84,210.45,321.55,310.27,316.57,307.04,352.35,384.68,300.45,307.75,307.24,308.04,291.22,319.71,348.16,211.74,288.73,"5,514.89"
17:00:00 - 17:59:59,263.59,276.38,208.59,325.00,361.66,347.19,361.88,352.46,346.18,291.44,339.98,309.82,341.05,370.53,340.37,293.49,229.58,331.75,"5,690.94"
18:00:00 - 18:59:59,267.85,264.54,195.10,324.33,341.64,350.80,351.17,345.47,288.67,241.20,321.61,319.88,319.18,333.47,328.50,263.06,190.94,325.86,"5,373.27"
19:00:00 - 19:59:59,208.44,210.27,171.91,245.42,236.76,233.39,265.68,347.33,279.56,239.09,253.06,212.43,256.09,264.90,317.34,215.72,156.45,261.43,"4,375.27"
20:00:00 - 20:59:59,146.08,165.28,125.47,127.45,129.31,126.29,137.62,206.42,205.79,136.96,120.96,128.95,153.60,138.28,211.25,172.93,132.79,113.98,"2,679.41"
21:00:00 - 21:59:59,98.32,113.98,68.99,90.64,92.64,106.15,124.47,162.62,157.46,112.97,91.97,96.81,87.14,85.98,136.80,123.81,71.82,94.82,"1,917.39"
22:00:00 - 22:59:59,58.15,70.83,39.66,56.49,49.31,60.65,53.66,71.65,78.15,69.31,60.99,59.66,60.49,67.48,89.49,71.66,47.16,60.32,"1,125.11"
23:00:00 - 23:59:59,49.31,44.99,33.50,27.82,36.33,24.66,29.99,55.82,49.49,49.99,36.00,35.00,39.00,34.66,51.66,50.83,31.00,31.83,711.88
Total,"3,809.87","4,158.68","3,080.18","3,716.45","3,676.30","3,776.09","3,869.21","4,130.73","4,733.65","4,087.66","3,830.72","3,328.20","3,523.52","3,784.79","4,101.32","4,407.36","3,348.78","3,655.96","69,019.47"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4947 - Av. Edgar Pires de Castro -  DF 9349 - B/C,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
EDG1EP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,26.82,48.15,38.82,13.83,17.83,24.50,17.99,22.99,38.48,54.48,21.32,15.83,16.00,35.99,12.83,32.99,41.83,23.16,503.84
01:00:00 - 01:59:59,18.50,22.16,26.32,19.33,17.16,12.50,6.00,6.66,24.49,28.00,16.66,9.83,10.83,11.66,13.50,15.66,29.99,10.00,299.25
02:00:00 - 02:59:59,26.00,19.33,13.83,9.00,7.33,4.50,6.00,3.33,16.65,32.16,12.00,9.50,2.00,5.16,7.83,15.32,36.00,6.33,232.27
03:00:00 - 03:59:59,16.00,8.00,13.50,4.66,12.16,5.00,9.50,7.00,15.66,17.16,15.16,12.00,5.00,8.50,3.50,7.00,14.00,10.50,184.30
04:00:00 - 04:59:59,29.83,26.16,9.50,10.83,13.66,10.66,12.33,12.33,19.00,8.00,20.33,19.00,8.33,13.33,8.00,26.33,11.83,16.00,275.45
05:00:00 - 05:59:59,55.81,40.50,30.50,44.66,50.66,48.48,51.99,38.83,40.33,27.32,43.49,61.49,43.98,56.83,50.66,48.99,34.82,55.32,824.66
06:00:00 - 06:59:59,69.65,91.49,67.50,200.47,156.78,177.97,153.79,178.79,94.15,65.82,180.12,152.61,154.11,160.79,163.62,103.99,50.66,155.31,"2,377.62"
07:00:00 - 07:59:59,142.63,171.15,59.48,310.13,275.92,297.27,288.43,270.61,190.95,83.98,293.76,265.25,273.11,287.10,298.09,186.97,73.16,312.28,"4,080.27"
08:00:00 - 08:59:59,140.61,211.80,79.64,218.28,263.45,268.13,271.79,269.09,214.91,125.80,246.91,245.44,219.60,276.79,275.77,209.26,88.63,251.28,"3,877.18"
09:00:00 - 09:59:59,146.93,219.25,100.45,268.06,240.44,233.60,253.09,222.74,256.22,215.24,241.78,212.74,221.78,240.10,243.43,226.58,104.14,230.44,"3,877.01"
10:00:00 - 10:59:59,155.45,274.41,162.78,230.26,240.41,233.44,251.93,262.08,248.88,305.02,271.73,237.08,209.60,209.61,236.58,264.90,182.42,247.24,"4,223.82"
11:00:00 - 11:59:59,232.08,246.72,196.92,239.38,243.58,199.59,240.26,239.39,280.73,327.33,229.94,217.26,211.89,227.44,223.06,267.37,204.58,225.57,"4,253.09"
12:00:00 - 12:59:59,185.58,230.08,186.28,193.07,222.63,188.11,187.42,193.76,251.88,215.77,201.77,176.28,184.62,191.96,201.24,241.22,194.59,194.74,"3,641.00"
13:00:00 - 13:59:59,188.78,191.08,153.92,214.25,201.94,245.29,217.11,230.95,227.10,139.48,199.93,166.12,220.44,204.44,252.77,219.57,137.29,216.79,"3,627.25"
14:00:00 - 14:59:59,220.92,270.24,157.93,249.25,237.09,259.38,256.24,232.57,280.04,175.29,250.24,218.95,245.94,248.10,269.92,260.08,180.60,261.77,"4,274.55"
15:00:00 - 15:59:59,260.61,308.20,285.91,273.75,271.76,256.43,251.25,270.39,336.18,286.27,276.68,217.08,235.60,262.95,294.76,289.06,257.93,235.76,"4,870.57"
16:00:00 - 16:59:59,280.89,353.85,360.92,246.91,227.93,252.60,273.41,289.24,376.52,411.24,281.94,234.75,290.10,244.25,310.74,350.39,356.37,281.91,"5,423.96"
17:00:00 - 17:59:59,351.48,350.52,437.03,278.40,274.92,286.65,303.88,277.20,394.46,533.33,279.34,240.26,249.74,283.22,282.57,385.66,456.99,290.28,"5,955.93"
18:00:00 - 18:59:59,352.80,365.87,407.66,234.68,222.69,238.83,243.65,321.81,402.15,531.11,241.17,210.08,216.57,279.85,255.22,387.52,471.30,222.38,"5,605.34"
19:00:00 - 19:59:59,218.24,215.43,254.27,153.44,161.10,164.90,168.93,203.75,259.07,267.56,145.91,124.62,151.76,160.26,164.07,241.40,197.11,158.44,"3,410.26"
20:00:00 - 20:59:59,112.78,127.44,124.11,95.28,86.79,87.79,113.14,119.95,162.93,147.78,102.78,104.79,87.12,96.47,101.79,146.63,142.96,94.64,"2,055.17"
21:00:00 - 21:59:59,86.80,102.96,98.96,85.98,63.80,63.81,70.99,87.79,123.98,121.62,69.48,73.97,63.12,69.66,84.79,89.65,78.97,70.81,"1,507.14"
22:00:00 - 22:59:59,79.80,67.99,56.81,51.98,34.98,62.31,51.31,67.97,87.29,90.30,46.99,41.99,60.31,60.81,77.31,67.98,65.16,47.83,"1,119.12"
23:00:00 - 23:59:59,63.63,61.15,26.99,34.32,27.82,28.83,39.49,51.49,73.49,37.82,41.65,24.50,42.49,33.99,61.98,51.66,29.66,26.83,757.79
Total,"3,462.62","4,023.93","3,350.03","3,680.20","3,572.83","3,650.57","3,739.92","3,880.71","4,415.54","4,247.88","3,731.08","3,291.42","3,424.04","3,669.26","3,894.03","4,136.18","3,440.99","3,645.61","67,256.84"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4950 - Av. Ipiranga a 15m do nro 8185 - C/B,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
IPI3AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
IPI3BP,Faixa 2 central,,,,,,,,,,,,,,,,,,
IPI3CP,Faixa 3 central,,,,,,,,,,,,,,,,,,
IPI3DP,Faixa 4 direita,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,212.62,157.72,186.03,110.57,141.27,150.08,142.27,182.73,229.47,230.49,168.72,117.55,143.05,174.86,189.89,219.86,252.68,148.22,"3,158.08"
01:00:00 - 01:59:59,124.45,110.08,112.26,59.31,87.96,117.45,96.29,113.62,130.60,139.59,96.65,93.64,105.95,106.80,109.11,138.26,167.59,85.12,"1,994.73"
02:00:00 - 02:59:59,101.45,64.65,100.65,52.66,43.32,47.48,53.48,40.66,82.80,99.97,75.14,68.33,47.16,46.15,55.48,74.29,123.79,54.63,"1,232.09"
03:00:00 - 03:59:59,73.48,71.98,66.97,35.65,43.32,47.99,50.31,52.98,65.31,60.47,46.14,39.81,49.49,48.31,39.82,67.97,78.31,32.98,971.29
04:00:00 - 04:59:59,66.98,48.97,52.66,38.98,40.00,46.82,45.49,52.31,56.64,60.15,40.14,39.16,41.15,56.66,39.82,58.81,62.15,35.82,882.71
05:00:00 - 05:59:59,95.81,84.47,65.98,132.14,109.81,109.64,123.65,114.65,89.64,84.82,119.15,107.82,110.16,135.47,125.12,88.16,87.65,130.31,"1,914.45"
06:00:00 - 06:59:59,269.68,258.20,226.73,410.55,394.20,393.02,390.55,371.90,305.40,231.75,392.21,386.93,356.41,370.03,384.72,319.57,253.74,385.71,"6,101.30"
07:00:00 - 07:59:59,527.18,574.92,432.26,922.70,917.70,884.71,932.81,850.69,647.87,445.75,888.53,920.00,960.33,894.74,919.20,621.91,457.47,901.38,"13,700.15"
08:00:00 - 08:59:59,475.02,552.69,296.27,877.12,939.83,925.24,952.14,994.14,617.34,396.74,929.92,889.07,837.05,934.63,901.83,611.02,311.91,977.29,"13,419.25"
09:00:00 - 09:59:59,479.08,605.85,318.92,874.42,933.46,964.42,977.96,915.27,785.30,552.91,844.48,842.06,866.00,922.10,886.69,698.68,353.95,869.99,"13,691.54"
10:00:00 - 10:59:59,694.87,828.48,464.41,979.08,"1,009.15",972.26,"1,134.01","1,024.10",906.60,937.47,940.08,931.56,972.67,984.70,"1,025.54",864.07,543.21,"1,031.55","16,243.81"
11:00:00 - 11:59:59,719.62,940.29,553.04,"1,146.84","1,163.22","1,126.54","1,359.51","1,244.84","1,121.20","1,232.10","1,106.00","1,017.89","1,128.44","1,156.35","1,160.50","1,108.29",652.34,"1,103.80","19,040.81"
12:00:00 - 12:59:59,750.23,977.97,580.50,"1,169.40","1,219.81","1,314.26","1,278.59","1,153.19","1,276.02","1,068.71","1,090.68","1,075.27","1,094.38","1,147.08","1,250.70","1,181.43",676.81,"1,103.41","19,408.44"
13:00:00 - 13:59:59,747.50,881.27,531.62,"1,076.73","1,256.14","1,103.96","1,220.25","1,086.72","1,107.64",665.82,"1,125.41","1,112.44","1,117.90","1,205.15","1,145.99","1,067.06",624.93,"1,141.18","18,217.71"
14:00:00 - 14:59:59,690.36,850.65,504.25,"1,259.37","1,576.62","1,131.04","1,196.66","1,162.35","1,094.25",572.84,"1,199.75","1,146.54","1,258.01","1,203.33","1,281.66",999.85,506.23,"1,242.85","18,876.61"
15:00:00 - 15:59:59,758.86,"1,001.06",595.39,"1,348.04","1,612.28","1,337.28","1,476.11","1,355.12","1,240.58",722.60,"1,389.85","1,376.21","1,411.94","1,634.85","1,521.54","1,079.39",656.08,"1,393.41","21,910.59"
16:00:00 - 16:59:59,847.38,973.89,669.45,"1,762.44","1,851.42","1,607.34","1,749.34","1,719.97","1,336.25",877.78,"1,734.95","1,605.82","1,715.04","1,665.25","1,843.48","1,083.52",732.78,"1,709.66","25,485.76"
17:00:00 - 17:59:59,873.84,"1,011.62",800.94,"2,047.57","1,598.16","1,894.18","1,956.19","2,105.87","1,284.43",975.48,"1,921.09","1,859.21","2,034.70","1,949.63","2,136.26","1,149.15",796.64,"2,127.59","28,522.55"
18:00:00 - 18:59:59,959.30,"1,093.19",908.23,"1,980.20",795.08,"1,216.93","1,773.30","2,032.85","1,309.49","1,093.37","1,845.92","1,906.72","1,961.63","2,058.80","2,109.41","1,238.38",976.16,"1,943.11","27,202.07"
19:00:00 - 19:59:59,971.56,"1,017.43",935.81,"1,269.22","1,097.02","1,205.36","1,321.07","1,565.22","1,313.22","1,117.47","1,232.27","1,221.20","1,324.60","1,384.95","1,576.54","1,139.55",968.46,"1,304.05","21,965.00"
20:00:00 - 20:59:59,654.99,688.52,608.89,747.27,784.91,863.10,828.94,"1,039.60",888.14,759.40,747.84,704.06,790.65,802.53,967.40,758.17,621.38,787.10,"14,042.89"
21:00:00 - 21:59:59,471.93,405.22,411.40,481.77,509.34,513.07,532.51,685.94,616.63,458.11,432.57,475.58,481.40,508.19,583.00,515.53,417.14,494.35,"8,993.68"
