Intervalo de Datas: 01/02/2020 00:00:00 a 29/02/2020 23:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4930 - Av. João de Oliveira Remião defronte nro 702 - C/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOM4AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOM4BP,Faixa 2 direita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00:00 - 05:59:59,269.10,212.44,290.10,282.74,290.24,312.24,313.41,294.90,240.95,296.58,276.06,285.90,304.74,329.28,311.94,214.45,303.41,268.75,276.57,285.74,316.37,260.26,166.13,156.59,167.45,298.10,269.57,266.92,239.11,"7,800.04"
06:00:00 - 06:59:59,747.94,513.19,"1,613.26","1,533.83","1,670.79","1,681.24","1,609.46",844.80,619.34,"1,655.84","1,618.68","1,542.00","1,714.63","1,742.43",823.96,567.36,"1,636.31","1,701.34","1,333.56","1,645.66","1,630.96",795.12,468.37,686.27,568.52,"1,202.34","1,578.66","1,623.14",808.61,"36,177.61"
07:00:00 - 07:59:59,"1,117.87",578.59,"3,045.28","3,070.54","3,158.67","3,073.92","3,232.13","1,168.56",481.74,"3,151.24","3,141.06","3,182.22","3,084.00","3,242.98","1,202.31",720.83,"3,320.08","3,440.02","3,535.49","3,450.46","3,520.53",985.43,409.44,788.58,532.57,"1,997.20","3,459.16","3,532.89","1,279.90","66,903.69"
08:00:00 - 08:59:59,"1,320.05",612.19,"3,306.35","3,440.04","3,659.99","3,390.45","3,419.23","1,457.96",464.27,"3,334.43","3,563.43","3,386.33","3,558.49","3,490.55","1,407.68",994.15,"3,439.13","3,568.13","3,601.91","3,604.48","3,531.95","1,085.58",471.36,817.33,469.94,"1,740.80","3,165.83","3,492.70","1,442.18","71,236.91"
09:00:00 - 09:59:59,"1,531.98",684.05,"2,647.18","3,145.87","2,966.16","3,031.05","2,868.27","1,482.15",612.76,"2,772.18","2,874.10","2,920.36","3,050.39","2,831.49","3,233.34",777.51,"2,815.48","2,955.20","3,097.17","3,010.65","2,700.75","1,177.38",492.39,793.46,549.93,"1,645.60","2,573.69","2,486.73","1,688.57","63,415.84"
10:00:00 - 10:59:59,"1,587.48",824.17,"2,349.84","2,500.21","2,588.69","2,591.53","2,607.38","1,602.94",699.18,"2,341.16","2,557.96","2,368.78","2,393.72","2,499.20","1,777.46",851.76,"2,492.61","2,614.35","2,505.53","2,549.15","2,289.40","1,235.38",661.83,917.90,650.01,"1,719.64","2,124.43","1,561.93","1,790.71","55,254.33"
11:00:00 - 11:59:59,"1,575.91","1,080.43","2,308.64","2,309.92","2,342.58","2,378.94","2,344.09","1,606.37","1,068.25","2,241.95","2,248.47","2,309.25","2,235.85","2,307.05","1,766.52","1,065.91","2,401.42","2,433.88","2,355.38","2,340.53","2,248.68","1,301.41",779.47,948.55,753.46,"2,328.31","2,192.54","2,186.06","1,812.06","55,271.88"
12:00:00 - 12:59:59,"1,630.51","1,123.86","2,170.63","2,449.56","2,302.06","2,433.88","2,272.43","1,494.43","1,374.02","2,266.04","2,318.72","2,332.19","2,254.30","2,285.85","1,846.12","1,518.66","2,370.56","2,364.31","2,369.97","2,325.16","2,206.04","1,299.59",826.47,885.74,926.02,"2,499.97","2,129.57","2,210.23","1,738.87","56,225.76"
13:00:00 - 13:59:59,"1,434.07","1,080.72","2,485.21","2,613.28","2,609.15","2,485.33","2,406.68","1,536.12","1,125.23","2,565.15","2,555.13","2,652.67","2,495.77","2,461.60","1,750.60","1,658.38","2,688.83","2,624.86","2,794.01","2,765.98","2,516.04","1,150.10",773.29,874.52,895.14,"2,573.75","2,575.06","2,659.16","1,595.27","60,401.10"
14:00:00 - 14:59:59,"1,337.34","1,085.80","2,354.05","2,442.44","2,525.65","2,412.18","2,370.68","1,313.19",989.23,"2,136.06","2,393.92","2,335.80","2,388.59","2,435.19","1,962.72","1,100.25","2,533.84","2,519.25","2,457.01","2,500.28","2,276.37","1,129.34",767.14,914.88,903.16,"2,062.13","2,239.79","2,377.95","1,547.95","55,812.18"
15:00:00 - 15:59:59,"1,418.33","1,193.24","2,191.59","2,362.86","2,405.40","2,362.53","2,245.95","1,504.81","1,174.54","2,102.21","2,380.79","2,284.12","2,198.93","2,323.26","1,827.39","1,280.73","2,353.05","2,303.16","2,310.54","2,335.13","2,235.64","1,210.67",972.32,"1,054.12","1,140.44","1,931.14","2,164.77","2,273.69","1,749.83","55,291.18"
16:00:00 - 16:59:59,"1,496.52","1,331.59","2,092.10","2,264.61","2,218.95","2,242.50","2,123.78","1,532.70","1,332.44","1,992.53","2,279.38","2,171.60","2,228.10","2,166.28","1,434.19","1,373.04","2,157.75","2,173.91","2,267.03","2,285.99","2,094.65","1,190.40","1,113.68","1,249.08","1,399.93","1,878.41","2,064.90","2,351.86","1,777.95","54,285.85"
17:00:00 - 17:59:59,"1,564.18","1,379.67","2,088.77","2,414.53","2,364.57","2,317.14","2,224.10","1,424.04","1,478.88","2,131.25","2,444.58","2,463.78","2,295.06","2,293.87","1,228.55","1,422.06","2,247.38","2,306.88","2,375.70","2,244.96","2,144.48","1,114.42","1,113.53","1,180.14","1,295.04","1,998.59","2,157.08","2,422.68","1,758.00","55,893.91"
18:00:00 - 18:59:59,"1,603.88","1,503.04","2,174.36","2,084.22","2,321.99","2,365.42","2,065.01","1,336.77","1,753.58","2,079.98","1,996.40","2,258.07","2,242.67","2,202.71","1,374.27","1,638.65","2,085.69","2,238.16","2,245.01","2,290.26","1,972.51","1,154.91","1,158.87","1,326.98","1,285.54","2,202.41","2,157.88","2,159.70","1,748.82","55,027.76"
19:00:00 - 19:59:59,"1,369.99","1,304.48","1,560.98","1,659.88","1,929.89","1,843.38","1,724.21","1,341.16","1,382.71","1,576.30","1,600.92","1,797.75","1,772.12","1,797.23","1,503.47","1,539.93","1,615.73","1,823.92","1,866.99","1,785.37","1,505.43","1,143.97",951.44,999.28,"1,041.78","2,085.43","1,727.85","1,840.70","1,596.08","45,688.37"
20:00:00 - 20:59:59,"1,239.45","1,090.24","1,196.50","1,369.60","1,580.84","1,577.36","1,460.76","1,263.30","1,142.28","1,251.22","1,281.76","1,542.40","1,460.39","1,558.57","1,364.00","1,308.02","1,391.08","1,377.83","1,432.15","1,434.93","1,362.79",906.98,750.50,777.82,855.26,"1,433.78","1,364.34","1,563.95","1,497.11","37,835.21"
21:00:00 - 21:59:59,"1,014.57",938.92,965.90,"1,023.36","1,262.10","1,239.22","1,280.69","1,054.19",915.57,984.07,"1,076.54","1,116.37","1,199.63","1,291.42","1,193.56",991.44,969.27,"1,040.93","1,149.76","1,144.47","1,074.20",787.57,679.02,714.18,657.80,864.21,964.37,"1,282.22","1,191.15","30,066.70"
22:00:00 - 22:59:59,973.21,636.88,776.39,866.67,904.61,960.39,"1,064.40",948.63,685.23,764.71,885.10,813.78,837.95,"1,113.12",939.46,751.64,771.45,850.99,809.04,914.73,872.09,637.92,531.62,548.89,532.37,538.39,753.71,"1,042.39","1,008.51","23,734.27"
23:00:00 - 23:59:59,744.75,391.99,545.31,568.50,685.41,642.57,788.03,749.09,455.64,483.32,583.24,622.41,715.90,818.02,759.16,483.51,515.26,584.29,634.26,616.39,634.21,518.48,332.72,394.45,349.49,476.79,495.95,772.35,785.03,"17,146.52"
Total,"25,427.21","18,998.52","36,793.54","39,020.78","40,508.34","40,223.14","39,536.50","25,553.65","19,492.16","36,763.83","38,631.00","39,047.57","39,238.80","40,168.13","29,393.03","21,797.44","38,711.14","39,715.94","40,107.47","40,401.57","38,040.78","20,147.41","14,376.88","16,670.06","15,719.99","32,079.97","36,844.26","38,743.64","28,398.08","930,550.83"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4953 - Av. Juca Batista a 200m do nro 8455 - C/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUC3AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
00:00:00 - 00:59:59,113.94,123.62,53.47,53.98,61.80,70.30,63.62,107.62,111.80,49.30,51.97,58.12,57.63,58.46,104.44,100.78,53.63,54.82,69.81,67.81,73.31,83.93,67.80,40.65,51.97,40.15,77.96,57.48,100.11,"2,080.28"
01:00:00 - 01:59:59,45.32,64.81,40.99,26.83,33.82,41.32,42.15,66.32,74.98,32.16,32.16,27.99,31.66,27.99,60.81,68.30,25.15,19.00,34.82,30.66,28.99,46.49,50.82,30.66,30.49,15.99,26.82,37.49,68.48,"1,163.47"
02:00:00 - 02:59:59,30.15,48.63,18.16,8.66,23.16,19.32,19.99,45.65,33.83,17.99,11.16,13.49,10.83,25.99,51.49,51.14,15.32,11.66,7.33,12.66,20.83,24.33,23.99,14.83,22.66,19.33,11.33,7.99,33.16,655.06
03:00:00 - 03:59:59,31.33,36.48,13.98,5.33,5.31,6.66,14.65,23.65,35.50,6.99,7.64,9.32,12.65,9.99,29.33,37.65,14.65,6.32,8.98,8.49,11.16,17.32,22.33,6.32,25.99,7.66,4.32,9.65,19.32,448.97
04:00:00 - 04:59:59,37.66,38.65,11.49,7.65,12.32,8.98,18.99,26.15,47.50,15.99,13.66,14.33,7.33,19.32,27.99,25.99,15.66,9.33,8.66,9.82,16.49,23.33,31.49,19.99,20.33,8.33,16.33,17.83,26.32,557.91
05:00:00 - 05:59:59,35.33,39.30,30.82,27.98,31.15,27.48,41.82,49.15,45.33,30.66,30.82,30.32,29.82,30.99,34.99,34.82,30.49,30.82,29.99,37.48,31.32,27.98,27.66,18.00,29.16,31.66,29.99,32.66,33.15,941.14
06:00:00 - 06:59:59,52.65,75.97,68.16,74.99,75.64,73.49,71.97,97.63,49.16,68.82,85.47,70.31,83.64,82.81,62.32,69.99,72.32,85.65,74.15,74.63,69.65,66.81,46.15,48.31,42.16,78.32,85.15,77.13,48.49,"2,031.94"
07:00:00 - 07:59:59,117.94,84.80,192.44,189.42,206.76,219.07,183.43,110.62,73.81,200.29,180.28,241.44,228.75,197.46,102.96,90.14,239.09,206.94,231.78,239.60,208.45,77.13,69.63,112.77,82.64,203.64,241.60,239.94,91.79,"4,864.61"
08:00:00 - 08:59:59,169.29,153.30,254.10,251.44,251.60,260.11,258.44,187.45,92.48,255.12,261.26,237.11,266.59,251.42,191.13,170.11,234.26,255.96,271.27,248.77,237.27,170.46,91.96,139.14,75.47,168.46,253.57,251.78,158.46,"6,067.78"
09:00:00 - 09:59:59,219.62,244.93,244.77,252.46,267.45,249.79,247.44,289.61,117.30,245.60,259.31,217.63,258.14,275.27,412.92,245.95,249.94,231.29,281.95,241.07,229.30,188.45,164.12,174.29,134.96,206.30,234.13,237.61,220.79,"6,842.39"
10:00:00 - 10:59:59,271.79,240.26,260.44,269.26,263.61,236.91,316.24,252.93,203.13,246.45,234.60,268.27,262.44,234.58,249.11,259.93,265.05,257.72,245.62,256.59,273.78,225.59,189.95,203.44,154.94,212.64,251.59,236.62,283.08,"7,126.56"
11:00:00 - 11:59:59,288.77,262.60,265.59,240.46,254.11,272.89,258.91,300.40,220.12,217.95,262.91,246.42,247.57,265.25,279.40,279.78,215.27,260.76,268.09,254.74,240.92,263.74,242.76,196.60,193.62,220.10,241.26,281.40,302.90,"7,345.29"
12:00:00 - 12:59:59,273.40,238.62,212.60,226.58,235.40,222.88,271.23,283.36,174.47,255.96,234.44,253.41,236.42,272.44,282.09,270.27,278.04,287.76,292.89,269.74,284.89,239.42,198.80,179.27,165.11,237.43,241.76,271.43,278.92,"7,169.03"
13:00:00 - 13:59:59,212.61,223.10,242.59,226.90,272.93,247.59,275.88,246.26,174.81,212.12,227.94,221.25,229.10,240.07,293.93,233.63,263.90,267.12,237.11,267.28,256.07,185.11,166.96,187.13,172.46,227.44,260.61,308.07,221.07,"6,801.04"
14:00:00 - 14:59:59,252.41,242.76,193.60,261.75,271.61,322.24,283.25,252.09,199.61,325.76,258.75,296.05,282.57,294.24,260.95,238.43,282.24,251.29,252.25,272.08,282.93,249.60,156.11,202.27,208.43,284.26,295.07,283.08,272.10,"7,527.78"
15:00:00 - 15:59:59,298.23,265.08,0.00,287.93,298.77,286.23,320.43,302.92,190.10,299.60,281.08,257.09,299.24,320.59,306.58,286.08,321.91,288.92,323.07,301.57,310.41,243.92,198.94,231.95,242.59,265.91,292.08,305.23,311.41,"7,937.86"
16:00:00 - 16:59:59,289.07,238.77,203.10,274.09,324.24,324.08,343.38,274.42,200.61,310.41,310.41,319.88,300.25,330.40,251.58,248.10,283.10,311.23,339.23,317.07,351.85,222.60,217.44,229.75,238.77,284.44,286.06,298.20,309.28,"8,231.81"
17:00:00 - 17:59:59,285.92,281.61,350.69,385.87,374.66,360.02,368.35,282.59,237.92,376.37,371.51,376.87,354.36,391.04,264.60,229.94,382.07,407.56,387.37,395.68,410.88,218.93,156.11,271.42,194.45,346.74,408.19,439.70,307.60,"9,619.02"
18:00:00 - 18:59:59,290.06,270.05,386.33,383.84,412.47,382.36,432.98,259.46,288.43,413.51,427.34,394.81,373.96,426.66,268.58,267.07,382.31,369.69,388.83,418.18,415.22,249.75,176.28,275.42,172.46,393.38,379.51,432.99,307.75,"10,039.68"
19:00:00 - 19:59:59,268.93,241.60,382.02,344.71,378.87,352.07,368.05,254.93,250.10,365.38,320.38,342.39,367.91,392.69,342.94,263.40,323.37,355.03,364.53,370.53,333.71,228.43,177.95,208.12,182.63,345.58,343.21,362.55,309.22,"9,141.23"
20:00:00 - 20:59:59,249.26,211.10,257.25,276.74,318.39,285.25,290.87,274.26,192.92,265.92,235.58,307.57,271.23,303.41,300.91,209.74,236.91,235.93,285.90,291.10,281.08,159.28,144.27,155.96,135.29,211.90,248.41,294.42,256.90,"7,187.75"
21:00:00 - 21:59:59,189.76,165.44,170.08,189.75,208.06,206.08,216.59,205.10,170.62,208.95,186.60,182.77,189.76,214.23,214.61,198.62,168.78,167.23,214.07,188.93,191.40,166.11,123.45,109.80,102.63,148.93,160.12,212.37,232.09,"5,302.93"
22:00:00 - 22:59:59,164.44,142.62,141.29,130.93,141.10,193.25,176.75,152.11,134.09,142.28,147.28,150.58,158.25,181.07,171.41,116.46,136.59,140.44,158.08,161.91,148.74,129.10,93.94,112.29,63.15,99.95,166.94,154.92,172.44,"4,182.40"
23:00:00 - 23:59:59,144.09,88.45,90.11,107.12,106.11,139.25,161.23,132.78,62.64,100.63,108.94,124.77,118.94,165.27,158.28,79.31,91.78,101.12,103.45,121.11,125.44,103.64,62.12,90.97,64.47,66.30,104.46,156.28,152.93,"3,231.99"
Total,"4,331.97","4,022.55","4,084.07","4,504.67","4,829.34","4,807.62","5,046.64","4,477.46","3,381.26","4,664.21","4,541.49","4,662.19","4,679.04","5,011.64","4,723.35","4,075.63","4,581.83","4,613.59","4,879.23","4,857.50","4,834.09","3,611.45","2,901.03","3,259.35","2,806.83","4,124.84","4,660.47","5,006.82","4,517.76","126,497.92"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4954 - Av. Juca Batista defronte 8455 - B/C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUC4EP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
00:00:00 - 00:59:59,76.82,115.30,49.99,37.16,39.49,37.32,53.14,77.15,101.32,37.99,24.32,26.48,33.48,35.49,72.82,93.98,37.99,26.98,32.16,50.66,37.65,48.79,51.99,41.99,35.16,37.32,30.49,26.16,59.81,"1,429.40"
01:00:00 - 01:59:59,45.82,65.32,30.33,16.49,22.48,28.15,24.32,53.82,66.49,25.32,25.32,18.65,23.33,19.66,48.15,68.64,21.00,15.33,20.66,21.49,30.82,40.00,45.99,23.50,27.66,11.50,12.66,26.15,48.33,927.38
02:00:00 - 02:59:59,26.99,48.82,13.00,10.00,9.33,12.99,9.66,33.65,36.33,11.33,13.83,11.33,8.66,10.33,35.33,54.48,11.00,4.33,9.33,10.33,20.83,30.65,32.33,14.33,14.83,7.00,14.50,11.83,22.66,550.01
03:00:00 - 03:59:59,42.99,42.13,13.33,10.33,6.66,18.33,19.66,31.32,28.83,12.00,11.33,13.33,22.83,21.16,41.65,41.66,18.83,10.66,8.33,10.00,18.83,24.99,20.33,16.66,22.99,11.33,12.83,10.33,22.32,585.97
04:00:00 - 04:59:59,38.32,45.98,19.82,13.50,15.83,19.49,24.50,33.48,51.16,19.83,22.33,11.50,19.00,20.83,46.82,28.66,16.50,18.83,20.49,18.99,16.99,30.33,17.66,18.33,15.33,16.50,20.00,22.16,28.15,691.31
05:00:00 - 05:59:59,63.15,48.98,76.14,59.47,82.47,72.81,81.97,57.15,71.82,62.82,75.99,85.98,80.31,83.32,51.64,40.49,71.64,72.65,81.15,82.48,83.97,59.81,37.99,48.48,29.82,66.32,68.81,76.97,48.31,"1,922.91"
06:00:00 - 06:59:59,126.95,75.80,201.60,215.76,212.58,214.05,224.92,122.28,81.99,237.24,223.08,226.42,240.08,238.25,134.46,94.15,263.58,259.92,275.07,270.41,255.10,99.98,75.63,124.46,77.97,193.98,249.77,267.76,126.13,"5,409.37"
07:00:00 - 07:59:59,189.28,101.63,367.32,362.19,385.97,383.35,376.00,190.09,91.48,418.88,380.17,369.48,375.86,383.17,196.61,104.29,422.33,451.50,430.68,425.85,395.05,170.09,84.98,162.76,74.64,301.41,414.64,412.16,208.25,"8,630.11"
08:00:00 - 08:59:59,229.42,96.81,357.60,350.59,374.06,349.57,366.93,235.44,73.83,349.43,368.25,379.91,394.07,375.24,224.10,114.46,334.24,353.41,363.56,369.90,360.08,174.11,84.63,138.47,80.98,233.95,374.92,324.42,219.43,"8,051.81"
09:00:00 - 09:59:59,253.46,141.79,288.80,283.59,271.94,293.08,277.26,238.11,123.49,312.10,279.08,255.77,273.10,301.45,459.54,134.10,289.77,236.10,273.91,296.42,264.91,215.79,99.82,170.63,119.15,218.27,257.76,265.25,279.44,"7,173.88"
10:00:00 - 10:59:59,243.29,160.96,252.93,281.24,307.43,318.74,297.05,275.76,154.62,257.78,275.44,284.61,299.76,271.76,276.10,202.45,270.28,287.92,277.27,262.92,282.29,215.79,158.29,165.79,151.80,247.29,256.93,275.93,246.76,"7,259.18"
11:00:00 - 11:59:59,272.29,224.78,283.58,277.46,291.27,282.08,312.06,261.73,192.63,243.13,298.61,271.93,250.92,263.76,282.42,292.28,267.08,295.42,291.26,273.38,291.09,237.25,150.28,218.25,147.13,283.78,286.58,296.26,261.94,"7,600.63"
12:00:00 - 12:59:59,231.60,184.28,249.43,236.91,218.91,257.26,278.90,210.41,173.95,242.13,237.12,257.09,261.60,264.57,213.93,180.94,246.91,294.29,292.59,317.58,266.93,183.94,164.11,126.12,129.79,283.10,283.77,292.77,211.43,"6,792.36"
13:00:00 - 13:59:59,167.93,160.47,223.58,226.24,246.40,241.72,275.56,176.11,150.46,269.44,238.42,269.24,248.76,281.25,204.09,158.12,264.91,272.12,282.93,253.93,289.88,161.78,143.29,152.62,138.11,274.94,273.26,300.93,194.77,"6,541.26"
14:00:00 - 14:59:59,220.43,198.76,203.62,263.92,290.43,262.75,274.41,212.39,169.29,292.76,305.24,284.26,278.26,294.07,226.30,184.11,286.75,279.30,238.59,256.08,258.93,218.10,139.65,165.61,146.96,310.75,250.24,280.09,239.45,"7,031.50"
15:00:00 - 15:59:59,232.44,231.94,0.00,286.57,275.11,272.94,307.28,220.09,185.96,276.25,285.12,267.06,259.92,280.76,292.80,226.58,259.90,247.76,277.58,293.09,282.09,217.26,188.78,216.28,198.94,225.12,248.76,269.28,263.75,"7,089.41"
16:00:00 - 16:59:59,260.76,305.60,181.78,312.74,306.43,346.09,311.73,298.78,237.12,305.08,292.58,318.91,264.26,334.26,264.07,277.76,306.09,297.26,326.42,292.28,294.76,229.94,236.61,236.80,251.59,275.26,295.25,335.43,285.25,"8,280.89"
17:00:00 - 17:59:59,288.08,361.92,322.73,313.78,335.59,333.06,329.89,424.92,259.58,328.09,322.09,321.07,336.26,339.41,250.27,396.28,337.62,303.78,356.08,367.09,371.24,225.28,264.26,274.62,416.43,317.43,377.76,357.56,308.43,"9,540.60"
18:00:00 - 18:59:59,290.92,437.39,299.58,295.39,283.23,307.58,286.26,321.30,371.09,287.44,279.93,274.09,280.42,263.40,304.57,517.38,286.08,265.91,256.89,283.44,299.42,271.26,295.76,296.73,258.97,239.42,303.40,324.86,349.24,"8,831.35"
19:00:00 - 19:59:59,313.93,510.24,221.43,272.10,277.27,244.29,283.77,254.97,330.28,235.94,210.09,228.79,253.30,276.43,307.79,521.40,220.31,233.27,257.45,213.96,241.44,252.27,247.78,274.45,230.48,201.96,223.27,266.77,340.26,"7,945.69"
20:00:00 - 20:59:59,233.62,287.44,177.46,184.12,192.77,198.46,210.76,231.62,190.61,166.45,188.45,162.44,186.62,223.26,242.78,294.26,164.42,168.10,197.11,174.94,192.60,145.46,160.13,126.98,122.80,133.28,152.63,168.45,224.60,"5,502.62"
21:00:00 - 21:59:59,191.26,181.13,135.13,122.13,142.27,152.28,180.29,158.80,167.28,136.13,125.78,144.44,141.63,172.58,204.11,156.96,117.77,112.94,127.47,127.62,151.78,132.78,116.80,104.98,80.49,123.97,118.28,142.28,154.61,"4,123.97"
22:00:00 - 22:59:59,114.63,125.47,91.79,75.97,115.13,114.29,127.79,132.64,102.79,92.64,69.48,101.64,94.82,125.12,128.79,113.48,82.47,78.97,96.29,109.49,104.44,93.30,63.28,67.64,65.13,62.98,88.32,101.46,118.45,"2,858.69"
23:00:00 - 23:59:59,95.12,59.81,48.31,73.65,77.82,77.28,95.46,96.31,63.82,65.81,51.16,62.81,67.32,100.81,134.47,64.15,50.66,60.15,54.64,94.81,97.81,75.32,61.81,68.16,43.66,52.31,57.99,96.98,110.80,"2,159.21"
Total,"4,249.50","4,212.75","4,109.28","4,581.30","4,780.87","4,837.96","5,029.57","4,348.32","3,476.22","4,686.01","4,603.21","4,647.23","4,694.57","4,980.34","4,643.61","4,361.06","4,648.13","4,646.90","4,847.91","4,877.14","4,908.93","3,554.27","2,942.18","3,254.64","2,880.81","4,129.17","4,672.82","4,952.24","4,372.57","126,929.51"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4955 - Av. Da Legalidade e da Democracia I/C a 40m da Av. São Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEG1EP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEG1FP,Faixa 2 central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEG1GP,Faixa 3 direita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
00:00:00 - 00:59:59,655.28,836.46,801.14,415.14,415.48,467.63,538.12,764.13,723.30,761.81,461.81,427.30,462.12,482.64,737.12,703.29,687.98,401.32,423.31,479.80,491.31,710.47,589.63,434.64,601.48,915.98,414.63,418.80,659.79,"16,881.91"
01:00:00 - 01:59:59,367.82,553.14,380.14,195.15,199.32,173.81,249.63,469.65,469.99,367.99,188.49,192.31,207.99,220.99,410.79,519.32,343.32,183.83,178.16,211.33,246.98,380.83,379.79,252.15,307.81,582.15,207.99,188.65,391.33,"9,020.85"
02:00:00 - 02:59:59,275.15,354.80,187.16,120.83,115.16,137.32,170.49,296.47,315.33,137.49,117.66,112.32,131.33,125.83,248.49,323.31,183.49,96.33,106.16,115.66,142.99,202.83,217.66,143.83,192.50,313.82,102.33,127.65,241.49,"5,355.88"
03:00:00 - 03:59:59,183.65,251.83,127.66,95.33,81.32,104.99,123.32,241.48,246.99,138.83,86.49,74.99,99.33,113.16,223.65,235.16,113.33,101.16,70.66,96.16,122.83,211.49,197.33,127.00,127.33,228.49,101.50,96.33,195.99,"4,217.78"
04:00:00 - 04:59:59,329.32,305.32,222.48,158.66,192.47,163.65,197.48,331.48,268.66,197.15,151.82,204.14,157.16,186.32,310.50,270.82,246.82,146.98,177.98,152.99,194.82,321.66,186.00,184.82,167.49,338.82,175.66,169.82,323.31,"6,434.60"
05:00:00 - 05:59:59,644.63,529.95,908.06,754.26,757.91,803.60,831.93,641.44,430.80,875.61,738.28,785.62,767.61,793.61,666.45,505.63,886.61,815.27,803.28,780.44,745.13,725.29,319.98,473.63,371.63,978.64,747.29,770.96,647.78,"20,501.32"
06:00:00 - 06:59:59,"1,752.91","1,251.31","3,664.70","3,348.30","3,398.54","3,351.61","3,449.91","1,887.70","1,215.06","3,667.39","3,441.14","3,372.28","3,449.42","3,309.80","1,870.06","1,201.83","3,653.52","3,534.42","3,444.26","3,420.50","3,524.54","1,767.46",947.51,"1,649.76","1,156.66","2,988.86","3,432.31","3,327.67","1,831.88","78,311.31"
07:00:00 - 07:59:59,"2,415.07","1,240.02","5,097.35","5,156.01","5,178.22","5,013.93","5,341.90","2,705.51",939.57,"5,148.38","5,170.92","5,155.20","5,196.22","5,340.35","2,804.02","1,758.97","5,191.95","5,128.47","5,278.42","5,104.53","5,181.62","2,275.94",869.57,"1,926.74","1,166.19","4,019.81","5,296.26","4,742.03","2,834.70","112,677.87"
08:00:00 - 08:59:59,"2,721.39","1,214.74","5,061.05","4,878.93","4,755.77","4,940.89","4,847.69","3,122.58","1,106.40","3,955.39","4,913.27","5,095.48","5,134.12","5,258.69","3,181.35","1,422.71","5,063.67","4,924.06","4,971.17","5,081.19","4,936.86","2,271.32",906.43,"1,683.23","1,073.41","3,297.69","4,971.49","3,931.75","3,270.33","107,993.05"
09:00:00 - 09:59:59,"2,660.01","1,319.19","3,534.27","4,303.87","3,781.74","4,096.23","4,192.61","2,733.70","1,241.45","4,551.89","3,676.11","4,448.85","4,427.29","4,150.52","5,880.48","1,402.86","4,542.28","3,980.77","4,502.53","4,435.11","3,900.06","2,203.36","1,095.22","1,567.04","1,338.42","3,107.28","4,020.59","4,124.88","2,801.19","98,019.80"
